matchup_label,n_matchups,avg_matchup_PA,actual_matchup_xwOBA,actual_matchup_wOBA,avg_matchup_weakness_score
Favorable,183,5.639344262295082,0.37652461482491717,0.347997983346344,-0.06845219024451815
Neutral,311,5.594855305466238,0.3115695270008068,0.31570930944725156,-0.0003180409286303748
Unfavorable,90,5.4222222222222225,0.2663898249377786,0.2707962962962963,0.06175813664386356
