matchup_label,n_matchups,avg_matchup_PA,actual_matchup_xwOBA,actual_matchup_wOBA,avg_matchup_weakness_score
Favorable,8552,1.8311506080449018,0.3833335171351994,0.3828865915519622,-0.07256633267139544
Neutral,17101,1.8015320741477105,0.3145332151184709,0.31924657009754376,0.0015452508385386196
Unfavorable,8552,1.6372778297474275,0.24562790249306338,0.25280012472715935,0.07297621934511711
